sim_t,lat,lon,heading_deg,sog,xte_m,behavior,conflict,task_validity,ctwp_lat,ctwp_lon,target_lat,target_lon,cpa_m,avoidance_status,avoidance_turn_r,xte_nm,wall_t
551.16,63.459573,10.381824,310.413,7.23,90.64,TRANSIT,0,1,63.606554,10.38,63.449192,10.38,1157.9,NORMAL,500.0,0.0029,550.404
551.2,63.459575,10.38182,310.492,7.22,90.41,TRANSIT,0,1,63.606554,10.38,63.449187,10.38,1158.6,NORMAL,500.0,0.0029,550.448
551.24,63.459576,10.381815,310.572,7.22,90.18,TRANSIT,0,1,63.606554,10.38,63.449187,10.38,1158.8,NORMAL,500.0,0.0029,550.487
551.28,63.459578,10.38181,310.651,7.22,89.95,TRANSIT,0,1,63.606554,10.38,63.449187,10.38,1158.9,NORMAL,500.0,0.0029,550.524
551.32,63.45958,10.381806,310.73,7.22,89.73,TRANSIT,0,1,63.606554,10.38,63.449182,10.38,1159.6,NORMAL,500.0,0.0029,550.564
551.36,63.459581,10.381801,310.81,7.22,89.5,TRANSIT,0,1,63.606554,10.38,63.449182,10.38,1159.8,NORMAL,500.0,0.0029,550.604
551.4,63.459583,10.381797,310.889,7.22,89.27,TRANSIT,0,1,63.606554,10.38,63.449178,10.38,1160.4,NORMAL,500.0,0.0029,550.646
551.44,63.459584,10.381792,310.968,7.22,89.04,TRANSIT,0,1,63.606554,10.38,63.449178,10.38,1160.6,NORMAL,500.0,0.0029,550.686
551.48,63.459586,10.381788,311.047,7.22,88.81,TRANSIT,0,1,63.606554,10.38,63.449178,10.38,1160.8,NORMAL,500.0,0.0029,550.724
551.5,63.459587,10.381785,311.087,7.22,88.7,TRANSIT,0,1,63.606554,10.38,63.449173,10.38,1161.3,NORMAL,500.0,0.0029,550.75
551.54,63.459588,10.381781,311.166,7.21,88.47,TRANSIT,0,1,63.606554,10.38,63.449173,10.38,1161.5,NORMAL,500.0,0.0029,550.784
551.58,63.45959,10.381776,311.245,7.21,88.25,TRANSIT,0,1,63.606554,10.38,63.449173,10.38,1161.7,NORMAL,500.0,0.0029,550.823
551.62,63.459592,10.381772,311.325,7.21,88.02,TRANSIT,0,1,63.606554,10.38,63.449169,10.38,1162.3,NORMAL,500.0,0.0029,550.866
551.66,63.459593,10.381767,311.404,7.21,87.8,TRANSIT,0,1,63.606554,10.38,63.449169,10.38,1162.5,NORMAL,500.0,0.0029,550.906
551.7,63.459595,10.381762,311.483,7.21,87.57,TRANSIT,0,1,63.606554,10.38,63.449164,10.38,1163.2,NORMAL,500.0,0.0029,550.947
551.74,63.459597,10.381758,311.562,7.21,87.34,TRANSIT,0,1,63.606554,10.38,63.449164,10.38,1163.3,NORMAL,500.0,0.0029,550.986
551.78,63.459598,10.381753,311.641,7.21,87.12,TRANSIT,0,1,63.606554,10.38,63.449164,10.38,1163.5,NORMAL,500.0,0.0029,551.025
551.82,63.4596,10.381749,311.72,7.21,86.89,TRANSIT,0,1,63.606554,10.38,63.449159,10.38,1164.2,NORMAL,500.0,0.0029,551.067
551.86,63.459601,10.381744,311.799,7.2,86.67,TRANSIT,0,1,63.606554,10.38,63.449159,10.38,1164.3,NORMAL,500.0,0.0029,551.105
551.9,63.459603,10.38174,311.878,7.2,86.45,TRANSIT,0,1,63.606554,10.38,63.449155,10.38,1165.0,NORMAL,500.0,0.0029,551.144
551.94,63.459605,10.381735,311.957,7.2,86.22,TRANSIT,0,1,63.606554,10.38,63.449155,10.38,1165.2,NORMAL,500.0,0.0029,551.185
551.98,63.459606,10.381731,312.036,7.2,86.0,TRANSIT,0,1,63.606554,10.38,63.449155,10.38,1165.3,NORMAL,500.0,0.0029,551.225
552.02,63.459608,10.381726,312.115,7.2,85.78,TRANSIT,0,1,63.606554,10.38,63.44915,10.38,1166.0,NORMAL,500.0,0.0004,551.264
552.06,63.45961,10.381722,312.194,7.2,85.55,TRANSIT,0,1,63.606554,10.38,63.44915,10.38,1166.2,NORMAL,500.0,0.0004,551.304
552.1,63.459611,10.381717,312.273,7.2,85.33,TRANSIT,0,1,63.606554,10.38,63.449145,10.38,1166.9,NORMAL,500.0,0.0004,551.346
552.14,63.459613,10.381713,312.352,7.2,85.11,TRANSIT,0,1,63.606554,10.38,63.449145,10.38,1167.0,NORMAL,500.0,0.0004,551.385
552.18,63.459615,10.381708,312.431,7.19,84.88,TRANSIT,0,1,63.606554,10.38,63.449145,10.38,1167.2,NORMAL,500.0,0.0004,551.424
552.22,63.459616,10.381704,312.509,7.19,84.66,TRANSIT,0,1,63.606554,10.38,63.449141,10.38,1167.9,NORMAL,500.0,0.0004,551.464
552.26,63.459618,10.3817,312.588,7.19,84.44,TRANSIT,0,1,63.606554,10.38,63.449141,10.38,1168.1,NORMAL,500.0,0.0004,551.505
552.3,63.459619,10.381695,312.667,7.19,84.22,TRANSIT,0,1,63.606554,10.38,63.449141,10.38,1168.2,NORMAL,500.0,0.0004,551.544
552.34,63.459621,10.381691,312.746,7.19,84.0,TRANSIT,0,1,63.606554,10.38,63.449136,10.38,1168.9,NORMAL,500.0,0.0004,551.588
552.38,63.459623,10.381686,312.824,7.19,83.78,TRANSIT,0,1,63.606554,10.38,63.449136,10.38,1169.1,NORMAL,500.0,0.0004,551.625
552.42,63.459624,10.381682,312.903,7.19,83.56,TRANSIT,0,1,63.606554,10.38,63.449132,10.38,1169.8,NORMAL,500.0,0.0004,551.664
552.46,63.459626,10.381677,312.982,7.19,83.34,TRANSIT,0,1,63.606554,10.38,63.449132,10.38,1169.9,NORMAL,500.0,0.0004,551.703
552.5,63.459628,10.381673,313.06,7.19,83.12,TRANSIT,0,1,63.606554,10.38,63.449132,10.38,1170.1,NORMAL,500.0,0.0004,551.745
552.54,63.459629,10.381668,313.139,7.18,82.9,TRANSIT,0,1,63.606554,10.38,63.449127,10.38,1170.8,NORMAL,500.0,0.0004,551.785
552.58,63.459631,10.381664,313.218,7.18,82.68,TRANSIT,0,1,63.606554,10.38,63.449127,10.38,1170.9,NORMAL,500.0,0.0004,551.825
552.62,63.459633,10.38166,313.296,7.18,82.46,TRANSIT,0,1,63.606554,10.38,63.449122,10.38,1171.6,NORMAL,500.0,0.0004,551.866
552.66,63.459634,10.381655,313.375,7.18,82.24,TRANSIT,0,1,63.606554,10.38,63.449122,10.38,1171.8,NORMAL,500.0,0.0004,551.903
552.7,63.459636,10.381651,313.453,7.18,82.02,TRANSIT,0,1,63.606554,10.38,63.449118,10.38,1172.5,NORMAL,500.0,0.0004,551.948
552.74,63.459638,10.381646,313.532,7.18,81.8,TRANSIT,0,1,63.606554,10.38,63.449118,10.38,1172.7,NORMAL,500.0,0.0004,551.986
552.78,63.45964,10.381642,313.61,7.18,81.59,TRANSIT,0,1,63.606554,10.38,63.449118,10.38,1172.8,NORMAL,500.0,0.0004,552.025
552.8,63.45964,10.38164,313.649,7.18,81.48,TRANSIT,0,1,63.606554,10.38,63.449113,10.38,1173.4,NORMAL,500.0,0.0004,552.05
552.84,63.459642,10.381636,313.728,7.18,81.26,TRANSIT,0,1,63.606554,10.38,63.449113,10.38,1173.6,NORMAL,500.0,0.0004,552.085
552.88,63.459644,10.381631,313.806,7.18,81.04,TRANSIT,0,1,63.606554,10.38,63.449113,10.38,1173.8,NORMAL,500.0,0.0004,552.124
552.92,63.459645,10.381627,313.885,7.17,80.83,TRANSIT,0,1,63.606554,10.38,63.449108,10.38,1174.5,NORMAL,500.0,0.0004,552.166
552.96,63.459647,10.381622,313.963,7.17,80.61,TRANSIT,0,1,63.606554,10.38,63.449108,10.38,1174.6,NORMAL,500.0,0.0004,552.206
553.01,63.459649,10.381618,314.041,7.17,80.39,TRANSIT,0,1,63.606554,10.38,63.449104,10.38,1175.3,NORMAL,500.0,0.0004,552.252
553.04,63.459651,10.381614,314.12,7.17,80.18,TRANSIT,0,1,63.606554,10.38,63.449104,10.38,1175.5,NORMAL,500.0,0.0004,552.283
553.08,63.459652,10.381609,314.198,7.17,79.96,TRANSIT,0,1,63.606554,10.38,63.449104,10.38,1175.7,NORMAL,500.0,0.0004,552.325
553.12,63.459654,10.381605,314.276,7.17,79.75,TRANSIT,0,1,63.606554,10.38,63.449099,10.38,1176.3,NORMAL,500.0,0.0004,552.366
553.16,63.459656,10.381601,314.354,7.17,79.53,TRANSIT,0,1,63.606554,10.38,63.449099,10.38,1176.5,NORMAL,500.0,0.0004,552.405
553.2,63.459657,10.381596,314.432,7.17,79.32,TRANSIT,0,1,63.606554,10.38,63.449099,10.38,1176.7,NORMAL,500.0,0.0004,552.445
553.24,63.459659,10.381592,314.511,7.17,79.1,TRANSIT,0,1,63.606554,10.38,63.449095,10.38,1177.4,NORMAL,500.0,0.0004,552.485
553.28,63.459661,10.381588,314.589,7.17,78.89,TRANSIT,0,1,63.606554,10.38,63.449095,10.38,1177.6,NORMAL,500.0,0.0004,552.523
553.32,63.459663,10.381583,314.667,7.16,78.67,TRANSIT,0,1,63.606554,10.38,63.44909,10.38,1178.3,NORMAL,500.0,0.0004,552.566
553.36,63.459664,10.381579,314.745,7.16,78.46,TRANSIT,0,1,63.606554,10.38,63.44909,10.38,1178.4,NORMAL,500.0,0.0004,552.604
553.4,63.459666,10.381575,314.823,7.16,78.25,TRANSIT,0,1,63.606554,10.38,63.449085,10.38,1179.1,NORMAL,500.0,0.0004,552.648
553.44,63.459668,10.381571,314.901,7.16,78.03,TRANSIT,0,1,63.606554,10.38,63.449085,10.38,1179.3,NORMAL,500.0,0.0004,552.685
553.48,63.459669,10.381566,314.979,7.16,77.82,TRANSIT,0,1,63.606554,10.38,63.449085,10.38,1179.5,NORMAL,500.0,0.0004,552.725
553.52,63.459671,10.381562,315.057,7.16,77.61,TRANSIT,0,1,63.606554,10.38,63.449081,10.38,1180.2,NORMAL,500.0,0.0004,552.765
553.56,63.459673,10.381558,315.135,7.16,77.4,TRANSIT,0,1,63.606554,10.38,63.449081,10.38,1180.3,NORMAL,500.0,0.0004,552.808
553.6,63.459675,10.381553,315.212,7.16,77.18,TRANSIT,0,1,63.606554,10.38,63.449076,10.38,1181.0,NORMAL,500.0,0.0004,552.847
553.64,63.459676,10.381549,315.29,7.16,76.97,TRANSIT,0,1,63.606554,10.38,63.449076,10.38,1181.2,NORMAL,500.0,0.0004,552.885
553.68,63.459678,10.381545,315.368,7.16,76.76,TRANSIT,0,1,63.606554,10.38,63.449076,10.38,1181.4,NORMAL,500.0,0.0004,552.923
553.72,63.45968,10.381541,315.446,7.15,76.55,TRANSIT,0,1,63.606554,10.38,63.449071,10.38,1182.1,NORMAL,500.0,0.0004,552.964
553.76,63.459682,10.381536,315.524,7.15,76.34,TRANSIT,0,1,63.606554,10.38,63.449071,10.38,1182.3,NORMAL,500.0,0.0004,553.005
553.8,63.459683,10.381532,315.601,7.15,76.13,TRANSIT,0,1,63.606554,10.38,63.449067,10.38,1183.0,NORMAL,500.0,0.0004,553.047
553.84,63.459685,10.381528,315.679,7.15,75.92,TRANSIT,0,1,63.606554,10.38,63.449067,10.38,1183.1,NORMAL,500.0,0.0004,553.084
553.88,63.459687,10.381524,315.757,7.15,75.71,TRANSIT,0,1,63.606554,10.38,63.449067,10.38,1183.3,NORMAL,500.0,0.0004,553.125
553.92,63.459689,10.38152,315.834,7.15,75.5,TRANSIT,0,1,63.606554,10.38,63.449062,10.38,1184.0,NORMAL,500.0,0.0004,553.165
553.96,63.45969,10.381515,315.912,7.15,75.29,TRANSIT,0,1,63.606554,10.38,63.449062,10.38,1184.2,NORMAL,500.0,0.0004,553.204
554.0,63.459692,10.381511,315.989,7.15,75.08,TRANSIT,0,1,63.606554,10.38,63.449058,10.38,1184.9,NORMAL,500.0,0.0003,553.25
554.04,63.459694,10.381507,316.067,7.15,74.87,TRANSIT,0,1,63.606554,10.38,63.449058,10.38,1185.1,NORMAL,500.0,0.0003,553.284
554.08,63.459696,10.381503,316.144,7.15,74.66,TRANSIT,0,1,63.606554,10.38,63.449058,10.38,1185.3,NORMAL,500.0,0.0003,553.325
554.12,63.459697,10.381499,316.222,7.15,74.46,TRANSIT,0,1,63.606554,10.38,63.449053,10.38,1186.0,NORMAL,500.0,0.0003,553.364
554.16,63.459699,10.381494,316.299,7.14,74.25,TRANSIT,0,1,63.606554,10.38,63.449053,10.38,1186.1,NORMAL,500.0,0.0003,553.405
554.2,63.459701,10.38149,316.377,7.14,74.04,TRANSIT,0,1,63.606554,10.38,63.449048,10.38,1186.8,NORMAL,500.0,0.0003,553.446
554.24,63.459703,10.381486,316.454,7.14,73.83,TRANSIT,0,1,63.606554,10.38,63.449048,10.38,1187.0,NORMAL,500.0,0.0003,553.485
554.28,63.459704,10.381482,316.531,7.14,73.63,TRANSIT,0,1,63.606554,10.38,63.449048,10.38,1187.2,NORMAL,500.0,0.0003,553.525
554.32,63.459706,10.381478,316.609,7.14,73.42,TRANSIT,0,1,63.606554,10.38,63.449044,10.38,1187.9,NORMAL,500.0,0.0003,553.563
554.36,63.459708,10.381474,316.686,7.14,73.21,TRANSIT,0,1,63.606554,10.38,63.449044,10.38,1188.1,NORMAL,500.0,0.0003,553.606
554.4,63.45971,10.381469,316.763,7.14,73.01,TRANSIT,0,1,63.606554,10.38,63.449039,10.38,1188.8,NORMAL,500.0,0.0003,553.646
554.44,63.459712,10.381465,316.84,7.14,72.8,TRANSIT,0,1,63.606554,10.38,63.449039,10.38,1189.0,NORMAL,500.0,0.0003,553.685
554.48,63.459713,10.381461,316.918,7.14,72.6,TRANSIT,0,1,63.606554,10.38,63.449039,10.38,1189.2,NORMAL,500.0,0.0003,553.724
554.52,63.459715,10.381457,316.995,7.14,72.39,TRANSIT,0,1,63.606554,10.38,63.449034,10.38,1189.9,NORMAL,500.0,0.0003,553.764
554.56,63.459717,10.381453,317.072,7.14,72.19,TRANSIT,0,1,63.606554,10.38,63.449034,10.38,1190.0,NORMAL,500.0,0.0003,553.805
554.6,63.459719,10.381449,317.149,7.14,71.98,TRANSIT,0,1,63.606554,10.38,63.44903,10.38,1190.7,NORMAL,500.0,0.0003,553.846
554.64,63.459721,10.381445,317.226,7.13,71.78,TRANSIT,0,1,63.606554,10.38,63.44903,10.38,1190.9,NORMAL,500.0,0.0003,553.884
554.68,63.459722,10.381441,317.303,7.13,71.57,TRANSIT,0,1,63.606554,10.38,63.44903,10.38,1191.1,NORMAL,500.0,0.0003,553.925
554.72,63.459724,10.381436,317.38,7.13,71.37,TRANSIT,0,1,63.606554,10.38,63.449025,10.38,1191.8,NORMAL,500.0,0.0003,553.969
554.76,63.459726,10.381432,317.457,7.13,71.17,TRANSIT,0,1,63.606554,10.38,63.449025,10.38,1192.0,NORMAL,500.0,0.0003,554.006
554.8,63.459728,10.381428,317.534,7.13,70.96,TRANSIT,0,1,63.606554,10.38,63.449021,10.38,1192.7,NORMAL,500.0,0.0003,554.046
554.84,63.45973,10.381424,317.611,7.13,70.76,TRANSIT,0,1,63.606554,10.38,63.449021,10.38,1192.9,NORMAL,500.0,0.0003,554.085
554.88,63.459731,10.38142,317.687,7.13,70.56,TRANSIT,0,1,63.606554,10.38,63.449021,10.38,1193.1,NORMAL,500.0,0.0003,554.126
554.92,63.459733,10.381416,317.764,7.13,70.36,TRANSIT,0,1,63.606554,10.38,63.449016,10.38,1193.8,NORMAL,500.0,0.0003,554.165
554.96,63.459735,10.381412,317.841,7.13,70.16,TRANSIT,0,1,63.606554,10.38,63.449016,10.38,1194.0,NORMAL,500.0,0.0003,554.209
555.0,63.459737,10.381408,317.918,7.13,69.95,TRANSIT,0,1,63.606554,10.38,63.449011,10.38,1194.7,NORMAL,500.0,0.0003,554.249
555.04,63.459739,10.381404,317.994,7.13,69.75,TRANSIT,0,1,63.606554,10.38,63.449011,10.38,1194.9,NORMAL,500.0,0.0003,554.285
555.08,63.45974,10.3814,318.071,7.13,69.55,TRANSIT,0,1,63.606554,10.38,63.449011,10.38,1195.1,NORMAL,500.0,0.0003,554.325
555.12,63.459742,10.381396,318.148,7.12,69.35,TRANSIT,0,1,63.606554,10.38,63.449007,10.38,1195.8,NORMAL,500.0,0.0003,554.365
555.16,63.459744,10.381392,318.224,7.12,69.15,TRANSIT,0,1,63.606554,10.38,63.449007,10.38,1195.9,NORMAL,500.0,0.0003,554.405
555.2,63.459746,10.381388,318.301,7.12,68.95,TRANSIT,0,1,63.606554,10.38,63.449002,10.38,1196.7,NORMAL,500.0,0.0003,554.443
555.24,63.459748,10.381384,318.377,7.12,68.75,TRANSIT,0,1,63.606554,10.38,63.449002,10.38,1196.8,NORMAL,500.0,0.0003,554.485
555.28,63.45975,10.38138,318.454,7.12,68.55,TRANSIT,0,1,63.606554,10.38,63.449002,10.38,1197.0,NORMAL,500.0,0.0003,554.524
555.32,63.459751,10.381376,318.53,7.12,68.35,TRANSIT,0,1,63.606554,10.38,63.448997,10.38,1197.7,NORMAL,500.0,0.0003,554.565
555.36,63.459753,10.381372,318.607,7.12,68.15,TRANSIT,0,1,63.606554,10.38,63.448997,10.38,1197.9,NORMAL,500.0,0.0003,554.605
555.4,63.459755,10.381368,318.683,7.12,67.95,TRANSIT,0,1,63.606554,10.38,63.448993,10.38,1198.6,NORMAL,500.0,0.0003,554.646
555.44,63.459757,10.381364,318.759,7.12,67.76,TRANSIT,0,1,63.606554,10.38,63.448993,10.38,1198.8,NORMAL,500.0,0.0003,554.685
555.48,63.459759,10.38136,318.835,7.12,67.56,TRANSIT,0,1,63.606554,10.38,63.448993,10.38,1199.0,NORMAL,500.0,0.0003,554.726
555.52,63.459761,10.381356,318.912,7.12,67.36,TRANSIT,0,1,63.606554,10.38,63.448988,10.38,1199.7,NORMAL,500.0,0.0003,554.764
555.56,63.459762,10.381352,318.988,7.12,67.16,TRANSIT,0,1,63.606554,10.38,63.448988,10.38,1199.9,NORMAL,500.0,0.0003,554.804
555.6,63.459764,10.381348,319.064,7.12,66.97,TRANSIT,0,1,63.606554,10.38,63.448988,10.38,1200.1,NORMAL,500.0,0.0003,554.843
555.64,63.459766,10.381344,319.14,7.12,66.77,TRANSIT,0,1,63.606554,10.38,63.448984,10.38,1200.8,NORMAL,500.0,0.0003,554.885
555.68,63.459768,10.38134,319.216,7.11,66.57,TRANSIT,0,1,63.606554,10.38,63.448984,10.38,1201.0,NORMAL,500.0,0.0003,554.924
555.72,63.45977,10.381336,319.292,7.11,66.38,TRANSIT,0,1,63.606554,10.38,63.448979,10.38,1201.7,NORMAL,500.0,0.0003,554.964
555.76,63.459772,10.381332,319.368,7.11,66.18,TRANSIT,0,1,63.606554,10.38,63.448979,10.38,1201.9,NORMAL,500.0,0.0003,555.004
555.8,63.459774,10.381328,319.444,7.11,65.98,TRANSIT,0,1,63.606554,10.38,63.448974,10.38,1202.6,NORMAL,500.0,0.0003,555.046
555.84,63.459775,10.381324,319.52,7.11,65.79,TRANSIT,0,1,63.606554,10.38,63.448974,10.38,1202.8,NORMAL,500.0,0.0003,555.085
555.88,63.459777,10.38132,319.596,7.11,65.59,TRANSIT,0,1,63.606554,10.38,63.448974,10.38,1203.0,NORMAL,500.0,0.0003,555.126
555.92,63.459779,10.381316,319.672,7.11,65.4,TRANSIT,0,1,63.606554,10.38,63.44897,10.38,1203.7,NORMAL,500.0,0.0003,555.166
555.96,63.459781,10.381312,319.747,7.11,65.2,TRANSIT,0,1,63.606554,10.38,63.44897,10.38,1203.9,NORMAL,500.0,0.0003,555.204
556.0,63.459783,10.381308,319.823,7.11,65.01,TRANSIT,0,1,63.606554,10.38,63.448965,10.38,1204.6,NORMAL,500.0,0.0023,555.252
556.04,63.459785,10.381305,319.899,7.11,64.82,TRANSIT,0,1,63.606554,10.38,63.448965,10.38,1204.8,NORMAL,500.0,0.0023,555.285
556.08,63.459787,10.381301,319.974,7.11,64.62,TRANSIT,0,1,63.606554,10.38,63.448965,10.38,1205.0,NORMAL,500.0,0.0023,555.324
556.12,63.459789,10.381297,320.05,7.11,64.43,TRANSIT,0,1,63.606554,10.38,63.44896,10.38,1205.8,NORMAL,500.0,0.0023,555.365
556.16,63.45979,10.381293,320.126,7.11,64.24,TRANSIT,0,1,63.606554,10.38,63.44896,10.38,1206.0,NORMAL,500.0,0.0023,555.406
556.2,63.459792,10.381289,320.201,7.11,64.04,TRANSIT,0,1,63.606554,10.38,63.448956,10.38,1206.7,NORMAL,500.0,0.0023,555.448
556.24,63.459794,10.381285,320.277,7.11,63.85,TRANSIT,0,1,63.606554,10.38,63.448956,10.38,1206.9,NORMAL,500.0,0.0023,555.485
556.28,63.459796,10.381281,320.352,7.1,63.66,TRANSIT,0,1,63.606554,10.38,63.448956,10.38,1207.1,NORMAL,500.0,0.0023,555.525
556.32,63.459798,10.381277,320.428,7.1,63.47,TRANSIT,0,1,63.606554,10.38,63.448951,10.38,1207.8,NORMAL,500.0,0.0023,555.565
556.36,63.4598,10.381274,320.503,7.1,63.28,TRANSIT,0,1,63.606554,10.38,63.448951,10.38,1208.0,NORMAL,500.0,0.0023,555.604
556.4,63.459802,10.38127,320.578,7.1,63.09,TRANSIT,0,1,63.606554,10.38,63.448947,10.38,1208.7,NORMAL,500.0,0.0023,555.646
556.44,63.459804,10.381266,320.654,7.1,62.89,TRANSIT,0,1,63.606554,10.38,63.448947,10.38,1208.9,NORMAL,500.0,0.0023,555.685
556.48,63.459806,10.381262,320.729,7.1,62.7,TRANSIT,0,1,63.606554,10.38,63.448947,10.38,1209.1,NORMAL,500.0,0.0023,555.725
556.52,63.459807,10.381258,320.804,7.1,62.51,TRANSIT,0,1,63.606554,10.38,63.448942,10.38,1209.8,NORMAL,500.0,0.0023,555.765
556.56,63.459809,10.381254,320.879,7.1,62.32,TRANSIT,0,1,63.606554,10.38,63.448942,10.38,1210.0,NORMAL,500.0,0.0023,555.804
556.6,63.459811,10.381251,320.955,7.1,62.13,TRANSIT,0,1,63.606554,10.38,63.448937,10.38,1210.7,NORMAL,500.0,0.0023,555.848
556.64,63.459813,10.381247,321.03,7.1,61.94,TRANSIT,0,1,63.606554,10.38,63.448937,10.38,1210.9,NORMAL,500.0,0.0023,555.885
556.68,63.459815,10.381243,321.105,7.1,61.76,TRANSIT,0,1,63.606554,10.38,63.448937,10.38,1211.1,NORMAL,500.0,0.0023,555.925
556.72,63.459817,10.381239,321.18,7.1,61.57,TRANSIT,0,1,63.606554,10.38,63.448933,10.38,1211.8,NORMAL,500.0,0.0023,555.965
556.76,63.459819,10.381235,321.255,7.1,61.38,TRANSIT,0,1,63.606554,10.38,63.448933,10.38,1212.0,NORMAL,500.0,0.0023,556.005
556.8,63.459821,10.381232,321.33,7.1,61.19,TRANSIT,0,1,63.606554,10.38,63.448933,10.38,1212.2,NORMAL,500.0,0.0023,556.045
556.84,63.459823,10.381228,321.405,7.1,61.0,TRANSIT,0,1,63.606554,10.38,63.448928,10.38,1213.0,NORMAL,500.0,0.0023,556.086
556.88,63.459825,10.381224,321.48,7.1,60.81,TRANSIT,0,1,63.606554,10.38,63.448928,10.38,1213.2,NORMAL,500.0,0.0023,556.125
556.92,63.459827,10.38122,321.554,7.09,60.63,TRANSIT,0,1,63.606554,10.38,63.448923,10.38,1213.9,NORMAL,500.0,0.0023,556.164
556.96,63.459828,10.381216,321.629,7.09,60.44,TRANSIT,0,1,63.606554,10.38,63.448923,10.38,1214.1,NORMAL,500.0,0.0023,556.204
557.0,63.45983,10.381213,321.704,7.09,60.25,TRANSIT,0,1,63.606554,10.38,63.448919,10.38,1214.8,NORMAL,500.0,0.0023,556.249
557.04,63.459832,10.381209,321.779,7.09,60.07,TRANSIT,0,1,63.606554,10.38,63.448919,10.38,1215.0,NORMAL,500.0,0.0023,556.285
557.08,63.459834,10.381205,321.853,7.09,59.88,TRANSIT,0,1,63.606554,10.38,63.448919,10.38,1215.2,NORMAL,500.0,0.0023,556.324
557.12,63.459836,10.381201,321.928,7.09,59.69,TRANSIT,0,1,63.606554,10.38,63.448914,10.38,1215.9,NORMAL,500.0,0.0023,556.364
557.16,63.459838,10.381198,322.002,7.09,59.51,TRANSIT,0,1,63.606554,10.38,63.448914,10.38,1216.1,NORMAL,500.0,0.0023,556.405
557.2,63.45984,10.381194,322.077,7.09,59.32,TRANSIT,0,1,63.606554,10.38,63.44891,10.38,1216.9,NORMAL,500.0,0.0023,556.446
557.24,63.459842,10.38119,322.151,7.09,59.14,TRANSIT,0,1,63.606554,10.38,63.44891,10.38,1217.1,NORMAL,500.0,0.0023,556.484
557.28,63.459844,10.381187,322.226,7.09,58.95,TRANSIT,0,1,63.606554,10.38,63.44891,10.38,1217.3,NORMAL,500.0,0.0023,556.525
557.32,63.459846,10.381183,322.3,7.09,58.77,TRANSIT,0,1,63.606554,10.38,63.448905,10.38,1218.0,NORMAL,500.0,0.0023,556.566
557.36,63.459848,10.381179,322.374,7.09,58.59,TRANSIT,0,1,63.606554,10.38,63.448905,10.38,1218.2,NORMAL,500.0,0.0023,556.604
557.4,63.45985,10.381175,322.448,7.09,58.4,TRANSIT,0,1,63.606554,10.38,63.448905,10.38,1218.4,NORMAL,500.0,0.0023,556.644
557.44,63.459852,10.381172,322.523,7.09,58.22,TRANSIT,0,1,63.606554,10.38,63.4489,10.38,1219.1,NORMAL,500.0,0.0023,556.685
557.48,63.459854,10.381168,322.597,7.09,58.04,TRANSIT,0,1,63.606554,10.38,63.4489,10.38,1219.3,NORMAL,500.0,0.0023,556.725
557.52,63.459856,10.381164,322.671,7.09,57.85,TRANSIT,0,1,63.606554,10.38,63.448896,10.38,1220.1,NORMAL,500.0,0.0023,556.765
557.56,63.459858,10.381161,322.745,7.09,57.67,TRANSIT,0,1,63.606554,10.38,63.448896,10.38,1220.3,NORMAL,500.0,0.0023,556.803
557.6,63.459859,10.381157,322.819,7.09,57.49,TRANSIT,0,1,63.606554,10.38,63.448891,10.38,1221.0,NORMAL,500.0,0.0023,556.846
557.64,63.459861,10.381153,322.893,7.09,57.31,TRANSIT,0,1,63.606554,10.38,63.448891,10.38,1221.2,NORMAL,500.0,0.0023,556.883
557.68,63.459863,10.38115,322.967,7.08,57.12,TRANSIT,0,1,63.606554,10.38,63.448891,10.38,1221.4,NORMAL,500.0,0.0023,556.926
557.72,63.459865,10.381146,323.041,7.08,56.94,TRANSIT,0,1,63.606554,10.38,63.448886,10.38,1222.1,NORMAL,500.0,0.0023,556.964
557.76,63.459867,10.381142,323.114,7.08,56.76,TRANSIT,0,1,63.606554,10.38,63.448886,10.38,1222.3,NORMAL,500.0,0.0023,557.006
557.8,63.459869,10.381139,323.188,7.08,56.58,TRANSIT,0,1,63.606554,10.38,63.448882,10.38,1223.1,NORMAL,500.0,0.0023,557.046
557.84,63.459871,10.381135,323.262,7.08,56.4,TRANSIT,0,1,63.606554,10.38,63.448882,10.38,1223.3,NORMAL,500.0,0.0023,557.085
557.88,63.459873,10.381132,323.336,7.08,56.22,TRANSIT,0,1,63.606554,10.38,63.448882,10.38,1223.5,NORMAL,500.0,0.0023,557.127
557.92,63.459875,10.381128,323.409,7.08,56.04,TRANSIT,0,1,63.606554,10.38,63.448877,10.38,1224.2,NORMAL,500.0,0.0023,557.164
557.96,63.459877,10.381124,323.483,7.08,55.86,TRANSIT,0,1,63.606554,10.38,63.448877,10.38,1224.4,NORMAL,500.0,0.0023,557.205
558.0,63.459879,10.381121,323.556,7.08,55.68,TRANSIT,0,1,63.606554,10.38,63.448873,10.38,1225.1,NORMAL,500.0,0.0003,557.25
558.04,63.459881,10.381117,323.63,7.08,55.5,TRANSIT,0,1,63.606554,10.38,63.448873,10.38,1225.4,NORMAL,500.0,0.0003,557.285
558.08,63.459883,10.381114,323.703,7.08,55.32,TRANSIT,0,1,63.606554,10.38,63.448873,10.38,1225.6,NORMAL,500.0,0.0003,557.325
